text,label,id,toxicity_score,target_groups
sounds good to me give them something to put on their resume other than criminal acts,0,18179,1.0,['all_groups']
rt we were murdered graffiti in synagogues i recently watched a video of an older german documentary on jews,0,5,1.0,['all_groups']
lol genocide people have to actually die for genocide to occur my honky,0,7073,1.0,['all_groups']
meanwhile you support the zionist state who ethnically cleanse the indigenous population you support white supremacy,0,17110,1.0,['all_groups']
holocaust debate comments news exterminations previous and current numbers anybody aware of a tabl,0,14900,1.0,['all_groups']
auspol 84 of all wanted criminals in copenhagen are non white via,0,14884,1.0,['all_groups']
what did you expect back than demos and repubs were white racist runing these country demos were beganing to yield to minorty demannds,0,84,1.0,['all_groups']
sure people should know i don t care who delivers the message ted cruz is the worst in the race in any race,0,11792,1.0,['all_groups']
religious freedom is for all people of all faiths and no faith president alan sears,0,15395,1.0,['all_groups']
please sign and spread the petition to force a white house response to this hate crime,0,15376,1.0,['all_groups']
defending our freedoms shouldn t mean surrendering your faith religiousliberty,0,7580,1.0,['all_groups']
congress can prevent the suffering of unborn babies in abortions tcot,0,2182,1.0,['all_groups']
this is what we advocate for all people of this planet we seek true justice,0,2653,1.0,['all_groups']
deadlift floor area with deadlift bar so the knurling doesn t rip the skin off my legsthe rack that is not adjustable not sure the name,0,16875,1.0,['all_groups']
i congratulate amit shah a robust man of proven ability efficiency and prudence for getting re elected as bjp president,0,10575,1.0,['all_groups']
minnesota filmmakers to court stop state from controlling stories we tell via,0,10714,1.0,['all_groups']
really where is your link or your intelligence that we are getting into a syrian war hunter,0,7174,1.0,['all_groups']
the emptiness many white people feel due to being cut off from our sense of connection via,0,1910,1.0,['all_groups']
putin is a white male,0,18889,1.0,['all_groups']
obama claims he doesn t know the motive of a serial killer who said he wanted to kill whites especially white cops wow,0,3417,1.0,['all_groups']
because u think only whites are citizens and poc are special interest groups,0,3976,1.0,['all_groups']
boycott the anti white racist censorship boycott zuckerbergs facebook,0,3088,1.0,['all_groups']
cuckservatives blame nevertrump via,0,9423,1.0,['all_groups']
1 divide rob us no white or black we are connected by soul not skin tone rt,0,6544,1.0,['all_groups']
will be live at unitetheright in charlottesville vasaturday august 12watch here,0,1856,1.0,['all_groups']
sorry but documenting something does not mean you agree with it its a service elanephotography,0,1662,1.0,['all_groups']
everyone already has a right to be free from religious prejudice civil rights discrimination by a business,0,5939,1.0,['all_groups']
pikeville conference coming soon registration now available daily stormer,0,5287,1.0,['all_groups']
jamelle bouie government by white nationalism is uponus,0,6112,1.0,['all_groups']
the real optics disaster,0,13660,1.0,['all_groups']
3 you are completely naive if you think legislation can make america white again this could only be done through massive amounts 1,0,970,1.0,['all_groups']
i meant the one on the banner,0,12407,1.0,['all_groups']
check out this must read article from we need to protect our religious liberty now before it s too late,0,4933,1.0,['all_groups']
black population is 13 white 63,0,15934,1.0,['all_groups']
usa dozens protest refugees following city s proposal to accept 100 per year makeamericagreatagain,0,5455,1.0,['all_groups']
1st city council next the state level then senate congress finally white house wake up america,0,12157,1.0,['all_groups']
white house violates the law w obamacare delay,0,13781,1.0,['all_groups']
anything to avoid admitting you side with the wrong people alternativefacts and delusion,0,3054,1.0,['all_groups']
because bannon thinks u r only american if u r white,0,9511,1.0,['all_groups']
on march 16 17 author weissberg advocated white separatism instead of white nationalism at meetup,0,7136,1.0,['all_groups']
notice there was a happy white family in the video not african american asian latino or native white,0,9843,1.0,['all_groups']
idf proudly defends the home of the jewish people today we continue to nurture the flame of remembrance neveragain,0,4167,1.0,['all_groups']
white man,0,7546,1.0,['all_groups']
apparently you didn t see bh leader proclaim he will sale girls in the name of allah,0,16808,1.0,['all_groups']
fair most of us know you re a racist hate group so stfu,0,391,1.0,['all_groups']
national socialist party is committed 2create new generation of highly educated indians by making all education free,0,17136,1.0,['all_groups']
holder did it for obama so why not seassions for trump,0,18711,1.0,['all_groups']
via ghana muslim leader says boko haram is not an islamic group tcot,0,8230,1.0,['all_groups']
white people is evil they say,0,14719,1.0,['all_groups']
iran to sign 3 billion gas contract with consortium of indian companies by and,0,18760,1.0,['all_groups']
see no white sheets no hoods same racist message y all better wake up quit sleeping on these folks you gone wake,0,9928,1.0,['all_groups']
what scan are you getting i m at university so i guess i should be asking around to see what i can get,0,844,1.0,['all_groups']
to benefit from resources hoarded by white suprem violent exploitation simple,0,14647,1.0,['all_groups']
my friends and i are not scared of antifa because we aren t nazis,0,13476,1.0,['all_groups']
its time for racist scumbags like to stfu,0,1463,1.0,['all_groups']
oscars acting nominees all white via,0,9861,1.0,['all_groups']
trump so mentally instable calling himself white or american hhahhaha silly human theres no such thing,0,13715,1.0,['all_groups']
hahahaha something similar happened during 2014 elections in india,0,8721,1.0,['all_groups']
there s little risk in associating with the alt lite and yet they have very little turnout,0,7277,1.0,['all_groups']
just in 38 of trump supporters in sc wish south had won the civil war,0,1475,1.0,['all_groups']
wow black and white americans can get there jobs back thx,0,6482,1.0,['all_groups']
i honestly thought when i heard npi was going to have an alt right conference they d kill their pr,0,10584,1.0,['all_groups']
subtitled how to shoot yourself in your pearly white foot,0,12700,1.0,['all_groups']
the talented tenth,0,18242,1.0,['all_groups']
any conference is a great conference when is involved so thankful for these,0,1203,1.0,['all_groups']
thankfully donald ain t inspiring no jihad just hypocrisy,0,9044,1.0,['all_groups']
to paraphrase someone else i hate myself for plenty of reasons but being white has nothing to do with it,0,4750,1.0,['all_groups']
im new to twitter and glad to see so many following a great page like yours i wish to also spread truth about national socialism,0,503,1.0,['all_groups']
it doesn t get more loving than giving a family sanctuary and support this also the case for jihadi john love seems to make it worse,0,12462,1.0,['all_groups']
the next few days are critical let s hope the gop has the finishing power to prove the president right,0,9068,1.0,['all_groups']
we ll see you in september vvs16,0,6411,1.0,['all_groups']
i generally try not to make assumptions about people i know nothing about but you go ahead enjoy,0,16098,1.0,['all_groups']
did slavoj iek plagiarize jared taylors american renaissance the celebrity marxist philosopher caught copying,0,5912,1.0,['all_groups']
gotta love the tolerant left hypocritical till the end,0,8714,1.0,['all_groups']
morbidly obese people are far more likely to die of a heart attack fyi because thats wha,0,10718,1.0,['all_groups']
i do prefer milo to shep smith,0,14244,1.0,['all_groups']
rt national socialism is not and never was a doctrine of hate we believe all races have a right to determine their own path,0,7503,1.0,['all_groups']
cuckservatives mlk conservatives eschew white identity politics via gop waronwhites,0,17799,1.0,['all_groups']
local market bales on christian farmers religious freedom under attack,0,7071,1.0,['all_groups']
